2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1
8,10,11,10,9,9,10,10,11,9,9,10,10,9,10,11,11,10,9,9,8,8,10,10,8,11,8,11,10,11,10,8,11,10,8,8,8,9,8,10,9,9,8,8,8,11,9,11,10,10,9,8,10,9,9,9,10,9,9,10,8,11,9,9,10,11,11,11,11,10,11,8,10,9,8,8,10,11,10,11
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,51,52,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,51,52,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,51,52,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,51,52,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,51,52,9,9,9,9,9,9,9,9,9,9,62,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9
9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,63,9,9,9,63,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,61,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18,19,62,16,9,9,9,9,22,23,45,16,9,9,63,9,9,9,9,9,9,9,63,9,16,45,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9
9,9,9,9,9,9,9,9,9,11,9,9,9,18,18,18,17,17,18,65,9,9,9,9,9,9,9,9,9,9,9,9,40,41,41,43,9,9,9,9,40,41,41,43,9,9,9,9,9,9,9,9,9,9,9,9,40,41,41,43,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,40,41,41,41,43,9,9,9,9,9,9,9,9,9,9,9,9,9,9,44,44,9,9,9,9,9,9,44,44,9,9,9,9,9,9,9,9,9,9,9,9,9,9,44,44,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,44,44,44,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,44,44,9,9,9,9,9,9,44,44,9,9,9,22,9,9,9,9,9,9,9,22,9,9,44,44,9,9,9,9,9,46,61,17,17,46,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,44,44,44,9,9,9,9,9,9,9,10,9,9,45,9,9,9,9,44,44,9,9,9,9,9,9,44,44,9,9,9,40,42,42,41,41,41,42,42,43,9,9,44,44,9,9,9,9,9,46,46,46,46,46,9,9,9,9,9,9,9,9,9,9,9
