21,18,60,18,21,13,21,13,21,13,13,18,18,18,21,21,21,13,21,13,13,18,18,13,13,13,21,21,18,18,18,18,18,13,21,13,14,15,13,13,13,13,21,13,13,13,13,21,13,13,13,21,13,13,13,13,13,13,13,13,13,21,21,21,13,13,21,21,13,21,21,21,21,13,13,13,13,21,21,21
13,18,18,18,21,21,13,13,21,21,13,18,18,18,21,13,13,13,21,21,21,18,18,14,15,21,13,13,18,18,18,18,18,21,21,21,22,23,13,21,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
21,18,18,18,21,21,13,21,21,13,21,18,18,18,21,21,13,13,13,21,21,18,18,22,23,21,13,13,18,18,18,18,18,13,21,21,13,21,13,21,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
13,18,18,18,18,13,18,21,18,13,18,18,18,18,13,18,13,18,21,18,13,18,18,13,18,21,18,13,18,18,18,18,18,13,18,21,18,21,18,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
21,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,51,52,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
21,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,51,52,18,18,18,18,18,18,18,18,18,18
13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
21,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,66,66,66,66,66,66,66,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,21,21,21,13,13,21,21,18,18,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
21,18,18,18,18,18,18,18,11,18,18,18,18,18,18,18,18,18,18,18,51,52,18,18,18,18,18,11,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,51,52,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11,18,18,18,18,18,18,18,18
21,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,51,52,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,66,66,66,66,66,66,66,66,66,66,66,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
21,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,13,21,13,21,21,21,13,21,21,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
